Nr.,Planungsraum,,Status 1,Status 2,Status 3,Status 4,Status 5, Status 6,Dynamik 1,Dynamik 2,Dynamik 3,Dynamik 4,Dynamik 5,Dynamik 6,E 1,E 2,E 3,E 4,E 5,E 6,E 7,E 8,E 9,E 10,E 11,E 12,E 13,E 14,E 15,E 16,E 17,E 18,E 19,E 20,E 21,E 22,      E 23
10020620,Kaulsdorf-Nord II,"3,032  ",13.4,7.8,6.5,14.2,45.0,17.8,28.3,-0.6,-17.7,-2.7,10.7,-8.5,32.3,-0.4,-0.2,3.9,9.8,11.3,3.1,11.0,2.0,16.1,0.1,0.0,1.0,0.0,0.2,0.7,0.6,0.9,-1.4,-0.4,-0.5,21.0,36.6
10020621,Gelbes Viertel,"5,543  ",17.0,10.4,6.9,20.3,60.0,14.5,37.1,-3.8,-6.9,-1.3,-8.0,0.7,30.4,-3.7,-0.5,6.2,16.1,8.4,2.5,9.1,1.8,11.1,0.1,0.1,0.8,0.1,0.1,0.6,0.3,0.6,-0.1,2.5,-1.1,25.3,32.1
10020622,Kaulsdorf-Nord I,"8,402  ",11.5,9.5,4.1,13.2,47.8,18.5,24.2,0.9,5.1,-0.6,1.9,-1.6,17.2,1.0,-0.5,4.5,11.7,19.6,3.4,11.3,5.7,16.5,0.1,0.1,1.1,0.7,0.2,0.7,0.2,0.9,-0.4,2.2,-1.4,16.0,30.1
10020623,Rotes Viertel,"6,363  ",10.1,5.1,4.2,11.0,41.1,14.7,21.7,-3.5,-2.7,-0.8,-7.2,-0.5,17.0,-3.4,-1.0,3.6,10.6,19.7,1.7,8.1,0.0,22.0,0.2,0.0,0.4,0.0,0.1,0.3,0.2,0.4,-1.2,-1.3,-1.1,14.7,24.3
10030724,Oberfeldstr.,"8,262  ",2.6,1.2,0.8,1.7,4.4,15.9,21.2,1.0,2.7,-0.5,-0.1,-1.1,13.4,-0.1,-0.1,3.1,9.0,19.6,11.8,17.7,3.5,18.1,0.2,0.2,1.0,0.3,5.7,1.7,0.8,7.4,-0.4,-0.5,-0.3,3.6,0.5
10030725,Buckower Ring,"5,735  ",11.9,10.4,5.6,11.3,33.0,22.7,27.5,1.1,-4.4,-1.7,-5.9,-8.2,24.0,0.6,-0.1,3.2,10.2,20.4,5.0,13.1,7.7,17.1,0.2,0.6,0.8,0.2,0.2,0.5,0.3,0.7,-2.2,-0.2,-0.6,17.1,15.5
10030726,Alt-Biesdorf,"2,593  ",4.4,3.9,1.2,2.4,6.5,12.9,16.4,3.1,7.9,0.1,17.2,-2.6,4.5,2.8,-0.3,3.7,11.3,24.9,2.2,8.1,1.0,20.0,0.0,0.0,0.5,0.2,0.3,0.7,0.3,1.0,0.4,2.5,-0.5,4.4,17.2
10030727,Biesdorf-Süd,"8,314  ",3.2,1.6,1.0,1.8,3.9,13.1,14.8,2.0,16.2,0.1,0.7,-1.1,7.7,2.0,-0.2,3.7,13.2,17.2,1.9,7.1,0.8,15.8,0.1,0.0,0.3,0.0,0.4,0.4,0.3,0.8,0.0,-0.5,-0.2,3.6,6.8
10040828,Kaulsdorf-Nord,"7,732  ",5.9,4.6,2.3,5.8,20.3,7.3,17.8,-0.4,14.1,-0.5,3.9,4.3,9.5,-0.3,-0.3,4.2,13.9,14.4,1.1,5.3,0.8,8.6,0.1,0.0,0.4,0.0,0.0,0.3,0.2,0.3,-0.9,-0.8,-0.3,7.8,11.6
10040829,Alt-Kaulsdorf,"3,575  ",4.8,2.9,2.2,3.9,7.2,11.8,21.4,0.0,-2.7,-1.2,-5.5,-2.7,20.4,0.4,0.0,3.9,13.8,18.6,2.1,6.7,1.8,13.8,0.1,0.1,0.2,0.3,0.4,0.8,0.2,1.2,-1.2,0.5,-0.3,6.3,13.2
10040830,Kaulsdorf-Süd,"7,456  ",3.0,2.1,1.0,2.1,4.8,6.8,13.7,-0.2,4.3,-0.8,3.3,-1.2,6.7,0.1,-0.1,3.6,12.8,18.1,1.3,6.1,0.6,6.8,0.0,0.0,0.4,0.2,0.1,0.3,0.2,0.4,-0.8,-0.8,-0.6,3.6,10.4
10040931,Mahlsdorf-Nord,"8,833  ",3.6,2.0,1.3,2.4,5.9,10.2,14.3,-0.2,9.0,-0.3,0.0,0.8,8.2,-0.1,-0.2,3.5,12.7,16.5,1.6,5.8,1.2,11.3,0.1,0.1,0.2,0.1,0.4,0.3,0.2,0.7,-0.6,-0.1,-0.5,4.4,9.4
10040932,Alt-Mahlsdorf,"3,850  ",3.9,1.7,1.3,3.2,7.8,7.6,19.4,-0.2,-9.4,-0.2,0.0,-2.4,17.4,-0.1,-0.6,3.4,12.6,18.4,1.3,6.1,1.2,6.8,0.0,0.0,0.1,0.1,0.2,0.4,0.3,0.6,-0.6,-1.0,-0.5,5.2,0.0
10040933,Mahlsdorf-Süd,"14,310  ",3.8,2.0,1.1,1.8,4.0,6.4,14.6,-0.3,5.2,-0.4,1.1,-1.4,9.4,-0.1,-0.3,3.6,13.1,18.1,1.0,5.7,0.3,7.9,0.0,0.0,0.3,0.0,0.1,0.5,0.2,0.6,-0.1,0.0,-0.6,4.0,10.7
11010101,Dorf Malchow,478  ,5.2,8.3,2.2,10.0,11.4,7.6,33.0,4.0,27.8,-5.6,0.0,3.3,5.6,3.2,-0.4,4.4,16.5,17.4,2.5,7.1,3.8,0.0,0.0,0.0,1.3,0.0,0.0,0.6,0.6,0.6,-1.6,8.3,-0.5,12.0,0.0
11010102,Dorf Wartenberg,"2,422  ",3.4,1.3,1.3,2.1,7.3,3.1,14.5,-0.7,12.9,-1.4,0.0,0.9,7.1,-0.7,-0.2,3.8,12.0,14.3,1.1,4.2,1.0,6.5,0.0,0.0,0.1,0.1,0.7,0.1,0.0,0.9,-1.5,-1.3,-0.6,4.0,0.0
11010103,Dorf Falkenberg,"1,172  ",4.6,1.6,2.2,3.1,7.8,1.8,14.1,2.3,0.0,-0.8,0.0,0.8,10.4,2.3,-0.5,4.4,14.2,10.5,1.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.5,0.8,-0.5,1.6,-0.9,5.8,0.0
11010204,Falkenberg Ost,"8,768  ",14.8,8.2,5.9,21.8,60.0,29.1,25.4,-0.4,1.9,-1.1,-1.3,0.3,19.7,-0.7,-0.3,7.0,17.2,9.4,6.6,17.9,7.2,30.8,0.2,0.1,1.5,0.5,0.3,0.6,0.2,0.9,-0.3,1.0,-0.4,23.2,40.0
11010205,Falkenberg West,"6,532  ",13.2,7.7,5.6,19.7,61.8,34.0,26.2,-1.6,-2.6,-0.2,-3.4,2.8,19.9,-2.1,-0.7,5.6,14.4,11.1,6.6,18.2,8.0,30.4,0.3,0.1,1.5,0.4,0.2,0.8,0.3,0.9,-0.9,0.5,-0.1,20.8,43.3
11010206,Wartenberg Süd,"5,989  ",12.9,8.5,5.3,17.6,55.0,24.3,23.5,-2.3,-6.8,-0.7,-3.0,-6.0,21.2,-2.4,-0.3,5.0,13.9,14.8,4.9,12.7,8.6,25.2,0.1,0.2,1.1,0.3,0.2,0.9,0.5,1.1,-0.4,2.1,-0.2,19.3,43.3
11010207,Wartenberg Nord,"6,575  ",12.6,7.5,4.7,16.3,50.9,16.2,26.9,-0.7,-3.7,-1.2,-0.1,-3.0,20.6,-0.9,-0.4,5.4,13.8,16.5,3.4,10.5,3.3,13.0,0.0,0.1,0.7,0.5,0.2,0.5,0.4,0.8,-1.0,0.5,-0.4,18.9,33.2
11010308,Zingster Straße Ost,"10,975  ",12.8,7.1,5.2,15.7,56.1,35.4,23.1,-1.3,0.9,-0.4,0.3,-0.2,14.2,-1.3,-0.2,5.0,12.4,15.4,5.8,16.1,10.4,33.5,0.2,0.2,1.2,0.8,0.3,0.4,0.2,0.7,0.1,-0.1,-0.1,18.1,40.0
11010309,Zingster Straße West,"9,525  ",14.5,8.2,6.2,18.9,52.3,30.1,28.0,1.1,6.3,-0.4,-0.4,-5.1,19.5,1.3,-0.3,6.2,16.3,12.9,8.1,16.2,13.4,27.5,0.1,0.1,1.0,3.6,0.3,0.3,0.2,0.6,0.3,-0.1,0.1,20.8,39.1
11010310,Mühlengrund,"5,089  ",9.6,7.5,3.9,11.9,48.5,17.6,21.2,-1.6,2.1,-0.9,22.1,-2.7,15.9,-1.9,-0.5,3.8,9.3,15.1,2.0,7.4,3.8,18.5,0.2,0.1,0.2,0.4,0.0,0.1,0.1,0.1,-0.7,0.5,-0.4,14.8,49.5
11020411,Malchower Weg,"7,379  ",5.0,3.7,1.5,4.9,15.5,19.1,27.4,0.3,2.1,-0.2,2.7,-1.0,28.8,-0.3,-0.3,4.3,11.7,18.9,6.2,11.7,7.8,24.6,0.2,1.0,1.1,0.7,0.2,0.4,0.2,0.7,-0.1,-0.2,-0.1,6.8,9.8
11020412,Hauptstraße,"6,026  ",9.1,4.5,3.8,12.5,38.3,25.4,25.8,1.8,1.8,-1.0,4.8,-2.3,14.5,1.6,-0.5,4.9,13.2,22.1,5.0,13.4,8.3,28.5,0.2,0.1,1.2,0.5,0.3,0.4,0.3,0.7,-0.5,0.1,-0.4,13.3,31.4
11020513,Orankesee,"3,328  ",3.5,3.4,0.8,3.0,6.3,8.9,23.7,1.3,7.3,-0.2,-2.1,-0.6,13.3,1.5,-1.2,5.5,13.6,19.4,1.8,7.6,2.0,10.4,0.0,0.0,0.3,0.0,0.3,0.5,0.1,0.7,-0.1,1.3,-0.3,4.7,5.0
11020514,Große-Leege-Straße,"7,674  ",8.4,4.2,3.5,8.5,23.0,17.2,32.0,1.4,-1.4,-0.1,1.7,-3.1,20.9,1.1,-0.3,4.8,10.2,18.5,7.3,11.7,11.0,22.9,0.3,1.9,1.2,0.1,0.3,1.0,0.5,1.3,-0.3,-1.3,-0.3,12.9,7.7
11020515,Landsberger Allee,"13,688  ",11.0,6.7,4.6,12.9,43.5,30.2,23.7,-0.4,0.8,-1.2,0.1,-0.8,20.0,-0.8,-0.6,4.5,13.4,20.6,6.6,16.2,10.7,33.9,0.1,0.2,1.6,0.5,0.4,0.6,0.2,1.0,-0.8,-0.7,-0.3,14.3,34.4
11020516,Weiße Taube,"3,712  ",5.1,4.2,1.3,4.5,13.1,15.4,24.6,-0.7,-4.2,-0.9,0.2,-4.3,20.0,-1.0,-0.9,5.1,12.8,19.7,3.0,9.2,2.5,16.3,0.0,0.1,0.4,0.1,0.2,0.8,0.4,0.9,-0.1,-0.3,-0.6,6.2,16.4
11030617,Hohenschönhausener Straße,"6,011  ",13.4,8.4,5.3,16.4,61.6,56.7,26.4,2.4,5.7,0.6,0.5,0.6,25.2,2.0,-0.5,4.9,11.7,28.1,12.3,24.9,29.0,50.0,0.8,2.0,2.9,2.3,0.6,0.9,0.6,1.5,0.6,-0.6,-0.3,15.5,37.7
11030618,Fennpfuhl West,"15,048  ",10.3,4.4,3.9,11.1,40.3,36.2,24.7,0.6,-0.5,-0.8,3.3,-5.0,19.2,0.5,-0.1,3.9,10.6,27.8,8.1,18.3,13.3,42.7,0.2,0.8,1.8,0.5,0.3,1.5,0.6,1.8,-0.3,-0.5,-0.4,12.8,27.4
11030619,Fennpfuhl Ost,"9,775  ",11.8,8.6,4.5,15.5,51.6,38.9,25.5,-1.3,2.5,-0.4,6.1,-1.4,18.5,-0.5,-0.3,4.3,11.7,27.7,8.0,20.6,13.2,38.9,0.3,0.3,1.4,0.6,0.6,0.6,0.3,1.2,-0.7,1.5,-0.4,16.4,35.2
11030720,Herzbergstraße,"2,893  ",8.1,4.8,3.2,10.2,47.8,43.0,80.3,-1.5,4.6,0.5,1.1,-3.1,49.4,5.7,0.3,4.0,9.2,7.3,44.7,51.2,22.6,43.6,0.6,1.0,4.8,2.7,6.1,20.2,13.0,26.2,1.1,0.8,0.2,20.7,5.0
11030721,Rüdigerstraße,"19,377  ",11.3,5.3,4.6,11.3,37.5,26.3,34.1,0.7,-6.2,-1.1,-0.8,-2.8,22.6,0.7,-0.2,5.0,10.9,17.7,7.1,13.9,9.4,24.2,0.2,0.3,0.9,0.7,0.9,1.7,1.0,2.5,-0.8,-1.9,-0.2,15.7,22.1
11030824,Frankfurter Allee Süd,"9,884  ",11.3,5.7,4.7,15.2,51.8,43.8,25.7,0.0,1.8,-0.3,3.0,0.6,19.3,-0.7,-0.3,4.8,13.9,21.4,14.4,28.4,15.9,46.2,0.5,0.7,2.1,3.0,0.7,2.1,0.8,2.8,0.4,1.2,-0.1,15.0,26.8
11040925,Victoriastadt,"3,113  ",9.9,6.0,4.3,11.9,25.3,17.3,41.8,0.9,-3.8,-2.4,-4.2,-8.8,20.9,0.4,-0.7,8.3,17.3,2.9,8.4,13.6,3.9,9.7,0.5,0.0,1.1,1.1,1.6,1.2,0.8,2.8,-2.0,0.7,-1.1,16.0,16.0
11040926,Weitlingstraße,"24,625  ",12.3,7.1,5.0,12.9,41.2,22.7,37.6,1.4,-3.4,-0.9,2.2,-1.9,20.8,1.5,-0.2,5.3,11.4,15.0,6.6,12.2,8.5,21.5,0.2,0.2,1.1,0.7,0.6,1.3,0.9,1.9,-0.9,-0.8,-0.5,17.5,26.8
11041022,Rosenfelder Ring,"4,752  ",15.1,10.4,6.4,12.8,55.7,36.0,23.2,-0.8,-3.2,0.6,2.9,3.6,20.8,0.0,-0.3,3.2,8.6,34.6,7.6,18.8,10.2,29.4,0.2,0.3,1.1,0.4,0.4,2.2,1.9,2.6,0.5,3.0,0.0,17.2,24.4
11041023,Gensinger Straße,"5,615  ",13.0,7.5,5.5,17.7,52.7,45.5,28.7,2.3,11.0,-0.3,-0.2,-1.9,16.2,1.7,0.0,5.7,14.7,20.1,9.5,22.1,16.3,42.5,0.3,0.3,2.3,2.0,0.1,1.0,0.6,1.1,-1.0,2.2,-0.8,17.8,38.5
11041027,Tierpark,"2,666  ",15.5,12.8,6.6,17.7,61.5,26.9,28.6,-2.0,-11.1,-0.4,3.8,1.2,27.8,-1.6,-0.9,3.8,12.3,20.0,6.0,15.6,6.4,30.7,0.3,0.1,1.5,0.4,0.2,0.6,0.5,0.8,0.5,5.3,-0.1,21.3,32.9
11041128,Sewanstraße,"24,319  ",10.0,5.5,3.9,10.9,44.0,37.6,22.6,-0.3,2.3,-0.3,4.2,-0.2,16.8,0.8,-0.1,3.9,9.9,34.6,9.1,19.2,14.8,37.5,0.4,0.7,2.0,1.0,0.7,1.4,0.6,2.1,-0.3,-0.1,-0.5,11.9,22.2
11051229,Rummelsburg,"2,528  ",6.6,3.8,2.6,5.5,10.4,18.9,34.4,9.9,2.2,-2.0,-1.0,-3.3,19.7,9.6,-0.2,8.6,15.1,15.2,5.2,12.4,2.6,19.8,0.1,0.1,0.7,0.2,0.6,1.7,1.3,2.3,-2.4,-1.3,-1.5,8.5,11.5
11051330,Karlhorst West,"7,279  ",6.3,3.1,2.2,6.5,17.3,12.9,34.2,1.3,0.5,-1.0,0.4,-1.6,19.0,1.3,-0.3,5.7,12.9,14.9,6.1,11.7,1.4,14.0,0.0,0.3,1.0,0.2,1.1,1.6,0.6,2.7,-0.6,-0.9,-0.2,9.3,7.9
11051331,Karlshorst Nord,"8,803  ",6.5,4.7,2.3,4.1,9.0,14.2,21.6,-0.1,0.6,-0.1,-1.7,-1.0,13.0,0.1,-0.2,5.6,15.0,22.1,3.6,9.3,2.6,13.0,0.1,0.0,1.4,0.8,0.4,0.3,0.2,0.8,0.5,1.1,0.1,6.7,15.8
11051332,Karlshorst Süd,"5,034  ",5.0,1.9,1.9,4.7,8.0,13.3,25.9,2.7,7.8,-0.5,-2.3,-1.9,16.4,2.3,-0.2,7.5,17.8,17.3,3.9,9.1,3.2,12.7,0.1,0.1,1.7,0.1,0.6,0.5,0.2,1.1,-0.5,-1.2,-0.1,6.7,6.2
12103115,Breitkopfbecken,"6,914  ",12.5,10.8,3.4,21.0,54.0,50.2,30.7,-1.1,-10.5,-0.2,1.2,2.3,26.2,-1.0,-0.3,4.2,12.0,22.0,15.4,30.1,12.8,50.2,5.6,1.5,0.9,2.2,1.0,2.0,1.4,3.0,-2.0,-0.2,-1.1,21.6,35.8
12103116,Hausotterplatz,"8,427  ",12.0,7.8,3.8,22.1,52.3,56.1,29.4,0.0,0.6,-0.4,0.6,-1.3,17.8,-0.2,-0.3,6.5,17.8,16.8,17.3,33.7,14.9,65.2,6.6,1.1,0.6,3.1,1.2,2.3,2.0,3.5,-1.6,-1.7,-0.9,20.1,34.0
12103117,Letteplatz,"9,039  ",13.3,9.9,4.3,22.5,60.3,62.4,29.4,0.9,-1.6,0.8,-1.6,2.4,21.8,0.3,-0.4,5.7,15.3,18.4,18.8,36.1,16.4,69.5,6.6,1.7,0.5,4.2,1.1,2.9,2.4,4.1,-1.0,-1.2,-0.3,22.0,32.1
12103218,Teichstraße,"12,096  ",11.7,8.6,3.2,18.4,48.4,55.5,30.2,1.9,5.2,0.2,0.3,-2.3,19.3,1.4,-0.3,4.8,16.0,23.2,14.3,30.3,13.8,59.7,5.3,1.1,0.5,1.8,1.1,2.4,2.0,3.5,-0.2,0.7,-0.9,17.2,34.2
12103219,Schäfersee,"7,971  ",11.0,7.9,3.0,18.1,53.2,55.1,29.2,2.0,-3.0,0.2,0.8,4.1,24.8,1.0,-0.3,4.7,13.2,25.1,13.8,28.0,12.3,58.5,4.9,1.0,0.5,1.7,1.9,2.2,1.6,4.1,-1.2,-1.2,-1.0,17.3,31.4
12103220,Humboldtstraße,"4,445  ",9.2,8.5,2.6,11.5,29.0,35.3,24.5,2.5,-2.0,-1.3,-3.0,-1.1,21.6,2.6,-0.2,3.9,11.0,26.5,8.2,18.7,3.7,42.3,2.2,0.3,0.2,2.1,1.0,1.2,1.2,2.2,-1.1,1.4,-1.3,13.9,23.0
12214125,Waldidyll/Flughafensee,"6,075  ",5.6,3.8,1.6,5.8,15.8,32.1,27.0,-0.1,7.6,-0.1,1.0,1.3,12.9,-0.3,-0.2,3.3,13.4,20.6,7.0,16.8,3.3,40.0,1.5,0.3,0.4,0.8,1.9,0.6,0.3,2.5,0.0,0.6,-0.1,7.7,12.9
12214126,Tegel-Süd,"7,517  ",12.0,9.8,3.7,21.0,51.5,50.3,21.2,1.0,7.6,-0.8,0.8,-1.8,10.1,0.8,-0.1,4.8,15.0,23.3,11.3,28.5,10.0,51.1,3.6,0.5,1.2,1.6,1.3,2.0,1.6,3.4,-1.3,1.0,-0.9,19.9,39.7
12214421,Reinickes Hof,"2,254  ",10.7,10.2,3.0,15.0,41.7,46.4,31.3,3.7,7.0,0.2,-1.6,-8.3,22.1,2.5,-0.1,5.0,12.3,22.4,10.0,20.6,12.9,41.1,1.6,0.8,0.6,1.1,2.6,1.7,1.2,4.3,-0.7,1.5,-0.8,17.1,23.9
12214422,Klixstr.,"7,176  ",13.7,6.2,3.8,28.4,68.5,71.0,30.8,0.4,1.5,0.1,0.5,2.2,17.5,-0.6,-0.1,6.4,19.7,18.6,20.7,46.3,20.8,71.2,6.8,2.4,2.6,3.1,1.6,2.7,2.4,4.3,-0.7,-2.1,-1.2,22.9,39.7
12214423,Mellerbogen,"5,425  ",10.5,7.4,3.2,14.4,47.2,55.4,21.0,0.4,-0.9,-0.8,-1.8,-1.9,17.8,0.4,-0.3,3.9,12.8,27.4,11.5,28.3,9.9,59.2,3.9,0.4,0.9,1.6,1.0,2.2,1.7,3.3,-0.9,-1.6,-0.4,14.1,28.5
12214424,Scharnweberstr.,"9,246  ",12.4,9.4,3.8,21.5,57.1,59.5,28.7,-0.1,-2.5,-0.8,-0.5,-1.4,20.9,-0.7,-0.3,5.3,14.9,18.1,18.6,34.0,16.6,63.7,5.8,1.5,0.5,3.0,1.8,2.9,2.4,4.7,-1.6,-0.5,-1.0,20.3,34.2
12214527,Alt-Tegel,"10,092  ",5.8,4.8,1.5,7.9,18.7,29.0,26.3,1.7,-3.4,-0.3,-2.5,0.5,17.6,2.0,-0.2,3.4,12.4,25.9,8.5,16.5,4.6,32.4,2.3,0.2,0.5,1.3,1.8,1.1,0.8,2.9,-0.7,-1.0,-0.6,9.0,17.5
12214528,Tegeler Forst,211  ,0.0,0.0,0.0,2.4,3.7,40.0,97.8,11.0,16.7,-0.4,0.0,-0.3,0.0,12.1,0.5,8.5,14.2,9.5,7.1,18.5,0.0,50.0,0.0,0.0,0.0,0.0,2.8,1.4,1.4,4.3,-2.8,0.0,-2.1,2.0,0.0
12224229,Konradshöhe/Tegelort,"5,957  ",3.3,1.8,1.0,2.6,6.5,21.6,17.3,-0.5,7.4,0.1,-0.8,1.3,9.8,-0.2,0.0,4.0,15.3,25.8,3.9,10.6,2.0,24.5,0.2,0.0,0.0,0.7,1.4,0.5,0.5,1.9,0.0,0.6,0.1,3.8,3.8
12224230,Heiligensee,"17,610  ",3.2,1.9,0.7,2.9,6.6,17.7,15.3,0.0,6.9,-0.3,0.2,0.3,10.7,0.0,-0.3,4.0,16.1,23.0,3.3,9.6,1.5,17.1,0.5,0.0,0.2,0.2,1.0,0.6,0.4,1.6,-0.1,-1.3,-0.4,4.0,5.6
12231101,Hermsdorf,"16,390  ",3.2,2.0,0.8,2.8,5.6,19.2,16.6,-0.8,5.0,0.0,-0.1,-0.3,10.9,-0.5,-0.5,4.2,15.8,25.6,3.9,10.2,2.3,19.8,0.2,0.2,0.2,0.3,1.5,0.7,0.5,2.1,-0.2,0.0,-0.3,3.9,6.4
12231102,Frohnau,"16,942  ",2.3,1.3,0.7,1.9,3.1,19.1,16.6,0.0,5.5,-0.3,0.9,0.0,12.0,0.0,-0.6,4.6,17.1,27.0,3.8,10.4,1.6,18.2,0.3,0.1,0.3,0.3,1.4,0.6,0.4,2.0,-0.4,0.2,-0.2,2.8,5.4
12301203,Wittenau-Süd,"12,889  ",7.7,5.1,2.3,10.5,28.9,32.1,23.0,0.3,-1.1,-0.2,-0.2,3.0,15.4,0.5,-0.3,3.2,11.2,26.3,7.7,17.0,7.4,32.4,1.9,0.7,0.4,0.9,1.1,1.4,1.0,2.5,-0.9,-2.3,-0.7,12.2,22.2
12301204,Wittenau-Nord,"5,904  ",4.2,2.0,1.2,4.5,8.6,24.8,19.7,1.5,10.6,-0.6,1.1,-1.4,13.5,1.5,-0.5,4.1,16.8,22.4,6.2,15.3,3.8,33.9,0.8,0.2,0.1,0.4,2.4,1.1,0.8,3.5,-0.2,-0.7,-0.1,5.6,12.6
12301205,Waidmannslust,"4,884  ",4.7,4.1,1.2,4.5,8.5,27.3,20.6,-0.8,1.3,-0.1,-0.9,-4.2,11.5,-0.4,-0.3,4.4,15.6,23.0,5.2,12.8,4.8,24.7,0.4,0.0,0.4,0.5,1.5,0.9,0.7,2.4,0.1,0.7,-0.5,6.3,9.1
12301206,Lübars,"4,908  ",3.7,2.6,1.2,3.5,6.4,22.3,13.9,-0.7,0.6,-0.1,-1.0,0.1,11.6,-0.6,-0.7,3.2,15.6,23.1,3.6,11.1,2.0,23.6,0.5,0.1,0.3,0.2,1.1,0.7,0.7,1.8,-0.3,0.5,0.0,5.0,8.4
12302107,Schorfheidestr.,"2,861  ",3.8,2.2,1.1,3.6,10.3,41.3,18.9,-0.1,8.0,-0.3,-2.3,-0.4,9.0,-0.2,-0.5,3.5,15.1,23.6,7.4,24.3,4.4,45.5,2.3,0.3,0.1,0.5,2.1,0.6,0.2,2.8,-1.2,-0.7,-0.4,4.9,7.1
12302108,Märkisches Zentrum,"12,774  ",11.4,7.4,3.5,24.3,61.8,48.4,28.3,-2.3,0.6,-1.0,0.1,-1.7,19.6,-2.4,-0.5,6.5,19.8,25.6,10.5,28.7,10.6,55.1,3.4,0.5,0.8,1.0,1.1,2.1,1.8,3.2,-1.1,-0.8,-0.7,18.2,41.4
12302109,Treuenbrietzener Str.,"9,991  ",15.9,11.2,4.7,35.1,77.9,60.1,33.1,-2.9,2.9,-0.1,2.5,2.7,19.1,-4.0,-0.3,8.0,23.8,19.0,17.0,39.1,18.2,62.3,4.9,2.1,1.0,1.9,1.9,2.8,2.3,4.7,-0.7,-0.1,-0.9,25.4,46.9
12302110,Dannenwalder Weg,"9,263  ",12.4,8.1,3.8,26.3,62.2,56.2,30.7,1.2,9.0,-1.0,1.4,0.3,18.4,-0.4,-0.4,7.0,23.2,19.3,13.8,35.7,14.4,58.0,4.9,1.1,0.5,1.7,1.7,2.2,1.9,3.8,-0.5,0.2,-0.2,18.6,42.5
12302211,Lübarser Straße,"3,212  ",5.6,2.4,1.8,5.9,11.8,32.7,19.6,-1.9,-8.1,-1.2,-3.7,-4.9,29.1,-1.9,-0.4,2.5,12.0,29.3,5.6,16.3,4.7,34.6,1.9,0.2,0.3,1.1,0.7,0.5,0.5,1.2,-1.3,-4.2,-0.7,8.3,7.8
12302212,Rollbergesiedlung,"5,008  ",10.4,6.3,3.0,22.4,49.0,38.9,21.0,-2.2,1.8,-0.3,2.7,-0.1,11.6,-1.5,-0.4,5.2,19.3,22.6,9.4,26.6,6.3,38.0,3.1,0.5,0.6,0.9,1.1,2.3,2.2,3.4,-0.7,-0.4,-1.1,19.4,36.4
12304313,Borsigwalde,"6,239  ",8.6,5.0,2.5,9.8,21.3,26.9,25.1,1.2,-5.4,-0.1,-0.8,-2.3,20.3,1.3,-0.5,3.4,12.4,22.3,6.1,13.1,3.5,23.4,1.5,0.0,0.3,1.1,1.1,1.2,0.8,2.4,-0.5,-1.0,-0.6,12.9,19.7
12304314,Ziekowstraße/Freie Scholle,"9,707  ",6.2,4.0,1.9,7.8,19.0,22.1,19.1,0.7,-0.3,-0.1,2.5,0.8,18.8,0.8,-0.5,3.6,12.5,28.0,4.1,10.7,2.7,23.1,1.1,0.1,0.2,0.6,0.6,0.9,0.6,1.6,-0.3,0.9,-0.5,9.2,18.8
Berlin,,"3,362,842  ",9.4,5.8,3.4,13.8,37.4,42.8,27.4,0.4,-0.4,-0.5,0.0,-1.2,18.0,0.2,-0.2,5.2,14.5,18.9,14.0,26.1,11.1,43.4,3.3,1.0,1.0,1.4,2.4,1.9,1.3,4.3,-0.8,-0.4,-0.6,14.0,26.2